split,dataset_origin,label,duration_sec,path
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0379.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0381.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0383.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0384.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0386.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0387.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0388.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0389.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0390.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0391.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0392.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0393.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0396.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0398.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0399.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0404.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0405.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0406.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0407.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0408.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0410.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0411.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0412.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0413.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0415.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0419.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0420.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0421.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0422.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0423.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0424.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0425.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0426.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0427.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0428.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0429.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0430.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0431.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0432.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0433.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0434.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0435.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0436.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0437.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0438.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0440.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0441.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0442.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0443.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0444.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0446.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0447.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0449.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0450.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0451.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0455.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0456.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0457.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0459.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0460.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0461.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0462.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0463.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0465.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0468.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0470.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0471.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0472.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0473.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0475.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0477.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0478.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0479.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0480.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0481.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0482.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0485.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0486.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0487.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0490.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0492.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0493.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0495.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0496.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0497.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0498.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0499.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0500.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0501.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0503.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0507.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0508.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0510.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0511.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0512.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0513.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0514.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0515.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0518.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0520.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0521.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0522.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0526.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0528.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0530.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0532.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0534.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0535.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0536.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0537.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0538.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0539.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0540.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0541.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0542.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0543.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0544.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0545.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0546.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0547.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0549.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0551.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0554.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0557.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0558.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0559.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0560.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0561.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0564.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0566.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0569.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0570.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0571.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0572.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0574.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0575.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0576.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0578.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0580.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0581.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0582.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0583.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0584.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0585.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0587.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0588.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0592.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0595.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0596.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0599.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0600.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0604.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0605.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0606.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0607.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0608.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0609.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0612.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0614.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0616.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0618.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0620.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0621.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0622.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0623.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0624.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0625.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0626.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0627.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0628.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0629.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0630.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0631.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0632.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0634.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0635.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0636.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0637.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0638.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0639.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0640.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0641.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0643.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0644.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0645.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0646.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0647.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0650.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0651.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0653.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0654.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0656.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0657.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0658.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0660.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0662.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0663.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0664.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0665.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0667.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0668.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0670.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0676.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0677.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0679.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0680.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0681.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0683.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0684.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0685.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0686.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0687.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0688.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0689.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0691.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0692.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0693.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0694.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0695.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0696.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0697.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0698.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0700.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0701.avi
train,RWF-2000,Violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0702.avi
