scene_group_id,group_origin,perceptual_cluster_ids,size,label_0_count,label_1_count,old_train_count,old_validation_count,old_test_count,new_split,moved_count
singleton_1180,singleton,,1,0,1,0,0,1,test,0
singleton_1181,singleton,,1,0,1,1,0,0,train,0
singleton_1182,singleton,,1,0,1,1,0,0,train,0
singleton_1183,singleton,,1,0,1,0,0,1,test,0
singleton_1184,singleton,,1,0,1,0,0,1,test,0
singleton_1185,singleton,,1,0,1,0,1,0,validation,0
singleton_1186,singleton,,1,0,1,1,0,0,train,0
singleton_1187,singleton,,1,0,1,1,0,0,train,0
singleton_1188,singleton,,1,0,1,1,0,0,train,0
singleton_1189,singleton,,1,0,1,1,0,0,train,0
singleton_1190,singleton,,1,0,1,0,1,0,validation,0
singleton_1191,singleton,,1,0,1,1,0,0,train,0
singleton_1192,singleton,,1,0,1,1,0,0,train,0
singleton_1193,singleton,,1,0,1,1,0,0,train,0
singleton_1194,singleton,,1,0,1,1,0,0,train,0
singleton_1195,singleton,,1,0,1,1,0,0,train,0
singleton_1196,singleton,,1,0,1,1,0,0,train,0
singleton_1197,singleton,,1,0,1,1,0,0,train,0
singleton_1198,singleton,,1,0,1,1,0,0,train,0
singleton_1199,singleton,,1,0,1,0,1,0,validation,0
singleton_1200,singleton,,1,0,1,1,0,0,train,0
singleton_1201,singleton,,1,0,1,0,0,1,test,0
singleton_1202,singleton,,1,0,1,0,1,0,validation,0
singleton_1203,singleton,,1,0,1,1,0,0,train,0
singleton_1204,singleton,,1,0,1,0,1,0,validation,0
singleton_1205,singleton,,1,0,1,0,1,0,validation,0
singleton_1206,singleton,,1,0,1,1,0,0,train,0
singleton_1207,singleton,,1,0,1,1,0,0,train,0
singleton_1208,singleton,,1,0,1,0,0,1,test,0
singleton_1209,singleton,,1,0,1,0,1,0,validation,0
singleton_1210,singleton,,1,0,1,1,0,0,train,0
singleton_1211,singleton,,1,0,1,0,1,0,validation,0
singleton_1212,singleton,,1,0,1,1,0,0,train,0
singleton_1213,singleton,,1,0,1,1,0,0,train,0
singleton_1214,singleton,,1,0,1,1,0,0,train,0
singleton_1215,singleton,,1,0,1,1,0,0,train,0
singleton_1216,singleton,,1,0,1,1,0,0,train,0
singleton_1217,singleton,,1,0,1,1,0,0,train,0
singleton_1218,singleton,,1,0,1,1,0,0,train,0
singleton_1219,singleton,,1,0,1,0,1,0,validation,0
singleton_1220,singleton,,1,0,1,1,0,0,train,0
singleton_1221,singleton,,1,0,1,1,0,0,train,0
singleton_1222,singleton,,1,0,1,0,0,1,test,0
singleton_1223,singleton,,1,0,1,1,0,0,train,0
singleton_1224,singleton,,1,0,1,0,1,0,validation,0
singleton_1225,singleton,,1,0,1,0,1,0,validation,0
singleton_1226,singleton,,1,0,1,0,0,1,test,0
singleton_1227,singleton,,1,0,1,0,1,0,validation,0
singleton_1228,singleton,,1,0,1,0,0,1,test,0
singleton_1229,singleton,,1,0,1,1,0,0,train,0
singleton_1230,singleton,,1,0,1,0,1,0,validation,0
singleton_1231,singleton,,1,0,1,1,0,0,train,0
singleton_1232,singleton,,1,0,1,1,0,0,train,0
singleton_1233,singleton,,1,0,1,1,0,0,train,0
singleton_1234,singleton,,1,0,1,1,0,0,train,0
singleton_1235,singleton,,1,0,1,1,0,0,train,0
singleton_1236,singleton,,1,0,1,0,1,0,validation,0
singleton_1237,singleton,,1,0,1,1,0,0,train,0
singleton_1238,singleton,,1,0,1,1,0,0,train,0
singleton_1239,singleton,,1,0,1,1,0,0,train,0
singleton_1240,singleton,,1,0,1,0,1,0,validation,0
singleton_1241,singleton,,1,0,1,0,1,0,validation,0
singleton_1242,singleton,,1,0,1,1,0,0,train,0
singleton_1243,singleton,,1,0,1,1,0,0,train,0
singleton_1244,singleton,,1,0,1,1,0,0,train,0
singleton_1245,singleton,,1,0,1,0,0,1,test,0
singleton_1246,singleton,,1,0,1,1,0,0,train,0
singleton_1247,singleton,,1,0,1,1,0,0,train,0
singleton_1248,singleton,,1,0,1,0,0,1,test,0
singleton_1249,singleton,,1,0,1,0,0,1,test,0
singleton_1250,singleton,,1,0,1,1,0,0,train,0
singleton_1251,singleton,,1,0,1,1,0,0,train,0
singleton_1252,singleton,,1,0,1,0,0,1,test,0
singleton_1253,singleton,,1,0,1,0,1,0,validation,0
singleton_1254,singleton,,1,0,1,1,0,0,train,0
singleton_1255,singleton,,1,0,1,0,1,0,validation,0
singleton_1256,singleton,,1,0,1,0,1,0,validation,0
singleton_1257,singleton,,1,0,1,1,0,0,train,0
singleton_1258,singleton,,1,0,1,1,0,0,train,0
singleton_1259,singleton,,1,0,1,1,0,0,train,0
singleton_1260,singleton,,1,0,1,1,0,0,train,0
singleton_1261,singleton,,1,0,1,1,0,0,train,0
singleton_1262,singleton,,1,0,1,1,0,0,train,0
singleton_1263,singleton,,1,0,1,0,0,1,test,0
singleton_1264,singleton,,1,0,1,0,1,0,validation,0
singleton_1265,singleton,,1,0,1,1,0,0,train,0
singleton_1266,singleton,,1,0,1,1,0,0,train,0
singleton_1267,singleton,,1,0,1,1,0,0,train,0
singleton_1268,singleton,,1,0,1,1,0,0,train,0
singleton_1269,singleton,,1,1,0,1,0,0,train,0
singleton_1270,singleton,,1,0,1,0,1,0,validation,0
singleton_1271,singleton,,1,0,1,1,0,0,train,0
singleton_1272,singleton,,1,0,1,1,0,0,train,0
singleton_1273,singleton,,1,0,1,1,0,0,train,0
singleton_1274,singleton,,1,0,1,1,0,0,train,0
singleton_1275,singleton,,1,0,1,0,1,0,validation,0
singleton_1276,singleton,,1,0,1,1,0,0,train,0
singleton_1277,singleton,,1,0,1,1,0,0,train,0
singleton_1278,singleton,,1,0,1,1,0,0,train,0
singleton_1279,singleton,,1,0,1,1,0,0,train,0
singleton_1280,singleton,,1,0,1,0,1,0,validation,0
singleton_1281,singleton,,1,0,1,1,0,0,train,0
singleton_1282,singleton,,1,0,1,1,0,0,train,0
singleton_1283,singleton,,1,0,1,1,0,0,train,0
singleton_1284,singleton,,1,0,1,1,0,0,train,0
singleton_1285,singleton,,1,0,1,1,0,0,train,0
singleton_1286,singleton,,1,0,1,1,0,0,train,0
singleton_1287,singleton,,1,0,1,1,0,0,train,0
singleton_1288,singleton,,1,0,1,1,0,0,train,0
singleton_1289,singleton,,1,0,1,1,0,0,train,0
singleton_1290,singleton,,1,0,1,0,1,0,validation,0
singleton_1291,singleton,,1,0,1,0,1,0,validation,0
singleton_1292,singleton,,1,0,1,1,0,0,train,0
singleton_1293,singleton,,1,0,1,1,0,0,train,0
singleton_1294,singleton,,1,0,1,1,0,0,train,0
singleton_1295,singleton,,1,0,1,1,0,0,train,0
singleton_1296,singleton,,1,0,1,1,0,0,train,0
singleton_1297,singleton,,1,0,1,0,0,1,test,0
singleton_1298,singleton,,1,0,1,1,0,0,train,0
singleton_1299,singleton,,1,0,1,1,0,0,train,0
singleton_1300,singleton,,1,0,1,1,0,0,train,0
singleton_1301,singleton,,1,0,1,0,0,1,test,0
singleton_1302,singleton,,1,0,1,0,1,0,validation,0
singleton_1303,singleton,,1,0,1,1,0,0,train,0
singleton_1304,singleton,,1,0,1,1,0,0,train,0
singleton_1305,singleton,,1,0,1,1,0,0,train,0
singleton_1306,singleton,,1,0,1,0,1,0,validation,0
singleton_1307,singleton,,1,0,1,1,0,0,train,0
singleton_1308,singleton,,1,0,1,1,0,0,train,0
singleton_1309,singleton,,1,0,1,1,0,0,train,0
singleton_1310,singleton,,1,0,1,1,0,0,train,0
singleton_1311,singleton,,1,0,1,1,0,0,train,0
singleton_1312,singleton,,1,0,1,1,0,0,train,0
singleton_1313,singleton,,1,0,1,1,0,0,train,0
singleton_1314,singleton,,1,0,1,1,0,0,train,0
singleton_1315,singleton,,1,0,1,0,0,1,test,0
singleton_1316,singleton,,1,0,1,0,1,0,validation,0
singleton_1317,singleton,,1,0,1,1,0,0,train,0
singleton_1318,singleton,,1,0,1,1,0,0,train,0
singleton_1319,singleton,,1,0,1,0,1,0,validation,0
singleton_1320,singleton,,1,0,1,0,1,0,validation,0
singleton_1321,singleton,,1,0,1,0,1,0,validation,0
singleton_1322,singleton,,1,0,1,1,0,0,train,0
singleton_1323,singleton,,1,0,1,1,0,0,train,0
singleton_1324,singleton,,1,0,1,1,0,0,train,0
singleton_1325,singleton,,1,0,1,1,0,0,train,0
singleton_1326,singleton,,1,0,1,1,0,0,train,0
singleton_1327,singleton,,1,0,1,1,0,0,train,0
singleton_1328,singleton,,1,0,1,1,0,0,train,0
singleton_1329,singleton,,1,0,1,0,1,0,validation,0
singleton_1330,singleton,,1,0,1,1,0,0,train,0
singleton_1331,singleton,,1,0,1,1,0,0,train,0
singleton_1332,singleton,,1,0,1,1,0,0,train,0
singleton_1333,singleton,,1,0,1,1,0,0,train,0
singleton_1334,singleton,,1,0,1,1,0,0,train,0
singleton_1335,singleton,,1,0,1,1,0,0,train,0
singleton_1336,singleton,,1,0,1,0,0,1,test,0
singleton_1337,singleton,,1,0,1,1,0,0,train,0
singleton_1338,singleton,,1,0,1,0,1,0,validation,0
singleton_1339,singleton,,1,0,1,0,0,1,test,0
singleton_1340,singleton,,1,0,1,1,0,0,train,0
singleton_1341,singleton,,1,0,1,1,0,0,train,0
singleton_1342,singleton,,1,0,1,0,0,1,test,0
singleton_1343,singleton,,1,0,1,1,0,0,train,0
singleton_1344,singleton,,1,0,1,1,0,0,train,0
singleton_1345,singleton,,1,0,1,1,0,0,train,0
singleton_1346,singleton,,1,0,1,1,0,0,train,0
singleton_1347,singleton,,1,0,1,0,0,1,test,0
singleton_1348,singleton,,1,0,1,1,0,0,train,0
singleton_1349,singleton,,1,0,1,1,0,0,train,0
singleton_1350,singleton,,1,0,1,1,0,0,train,0
singleton_1351,singleton,,1,0,1,1,0,0,train,0
singleton_1352,singleton,,1,0,1,0,1,0,validation,0
singleton_1353,singleton,,1,0,1,1,0,0,train,0
singleton_1354,singleton,,1,0,1,1,0,0,train,0
singleton_1355,singleton,,1,0,1,1,0,0,train,0
singleton_1356,singleton,,1,0,1,1,0,0,train,0
singleton_1357,singleton,,1,0,1,0,0,1,test,0
singleton_1358,singleton,,1,0,1,1,0,0,train,0
singleton_1359,singleton,,1,0,1,1,0,0,train,0
singleton_1360,singleton,,1,0,1,0,0,1,test,0
singleton_1361,singleton,,1,0,1,1,0,0,train,0
singleton_1362,singleton,,1,0,1,0,0,1,test,0
singleton_1363,singleton,,1,0,1,0,1,0,validation,0
singleton_1364,singleton,,1,0,1,1,0,0,train,0
singleton_1365,singleton,,1,0,1,1,0,0,train,0
singleton_1366,singleton,,1,0,1,1,0,0,train,0
singleton_1367,singleton,,1,0,1,1,0,0,train,0
singleton_1368,singleton,,1,0,1,0,1,0,validation,0
singleton_1369,singleton,,1,0,1,1,0,0,train,0
singleton_1370,singleton,,1,0,1,0,0,1,test,0
singleton_1371,singleton,,1,0,1,0,1,0,validation,0
singleton_1372,singleton,,1,0,1,1,0,0,train,0
singleton_1373,singleton,,1,0,1,0,1,0,validation,0
singleton_1374,singleton,,1,0,1,0,1,0,validation,0
singleton_1375,singleton,,1,0,1,1,0,0,train,0
singleton_1376,singleton,,1,0,1,1,0,0,train,0
singleton_1377,singleton,,1,0,1,0,0,1,test,0
singleton_1378,singleton,,1,0,1,1,0,0,train,0
singleton_1379,singleton,,1,0,1,1,0,0,train,0
singleton_1380,singleton,,1,0,1,1,0,0,train,0
singleton_1381,singleton,,1,0,1,1,0,0,train,0
singleton_1382,singleton,,1,0,1,0,0,1,test,0
singleton_1383,singleton,,1,0,1,1,0,0,train,0
singleton_1384,singleton,,1,0,1,0,0,1,test,0
singleton_1385,singleton,,1,0,1,1,0,0,train,0
singleton_1386,singleton,,1,0,1,1,0,0,train,0
singleton_1387,singleton,,1,0,1,1,0,0,train,0
singleton_1388,singleton,,1,0,1,1,0,0,train,0
singleton_1389,singleton,,1,0,1,0,0,1,test,0
singleton_1390,singleton,,1,0,1,1,0,0,train,0
singleton_1391,singleton,,1,0,1,0,1,0,validation,0
singleton_1392,singleton,,1,0,1,1,0,0,train,0
singleton_1393,singleton,,1,0,1,1,0,0,train,0
singleton_1394,singleton,,1,0,1,0,0,1,test,0
singleton_1395,singleton,,1,0,1,1,0,0,train,0
singleton_1396,singleton,,1,0,1,0,0,1,test,0
singleton_1397,singleton,,1,0,1,1,0,0,train,0
singleton_1398,singleton,,1,0,1,1,0,0,train,0
singleton_1399,singleton,,1,0,1,1,0,0,train,0
singleton_1400,singleton,,1,0,1,0,1,0,validation,0
singleton_1401,singleton,,1,0,1,0,1,0,validation,0
singleton_1402,singleton,,1,0,1,0,1,0,validation,0
singleton_1403,singleton,,1,0,1,1,0,0,train,0
singleton_1404,singleton,,1,0,1,0,1,0,validation,0
singleton_1405,singleton,,1,0,1,1,0,0,train,0
singleton_1406,singleton,,1,0,1,1,0,0,train,0
singleton_1407,singleton,,1,0,1,0,0,1,test,0
singleton_1408,singleton,,1,0,1,1,0,0,train,0
singleton_1409,singleton,,1,0,1,0,0,1,test,0
singleton_1410,singleton,,1,0,1,1,0,0,train,0
singleton_1411,singleton,,1,0,1,0,0,1,test,0
singleton_1412,singleton,,1,0,1,1,0,0,train,0
singleton_1413,singleton,,1,0,1,1,0,0,train,0
singleton_1414,singleton,,1,0,1,0,0,1,test,0
singleton_1415,singleton,,1,0,1,1,0,0,train,0
singleton_1416,singleton,,1,0,1,1,0,0,train,0
singleton_1417,singleton,,1,0,1,1,0,0,train,0
singleton_1418,singleton,,1,0,1,1,0,0,train,0
singleton_1419,singleton,,1,0,1,1,0,0,train,0
singleton_1420,singleton,,1,0,1,1,0,0,train,0
singleton_1421,singleton,,1,0,1,1,0,0,train,0
singleton_1422,singleton,,1,0,1,1,0,0,train,0
singleton_1423,singleton,,1,0,1,1,0,0,train,0
singleton_1424,singleton,,1,0,1,1,0,0,train,0
singleton_1425,singleton,,1,0,1,1,0,0,train,0
singleton_1426,singleton,,1,0,1,1,0,0,train,0
singleton_1427,singleton,,1,0,1,0,1,0,validation,0
singleton_1428,singleton,,1,0,1,1,0,0,train,0
singleton_1429,singleton,,1,0,1,0,0,1,test,0
singleton_1430,singleton,,1,0,1,0,1,0,validation,0
singleton_1431,singleton,,1,0,1,1,0,0,train,0
singleton_1432,singleton,,1,0,1,1,0,0,train,0
singleton_1433,singleton,,1,0,1,0,1,0,validation,0
singleton_1434,singleton,,1,0,1,0,0,1,test,0
singleton_1435,singleton,,1,0,1,1,0,0,train,0
singleton_1436,singleton,,1,0,1,1,0,0,train,0
singleton_1437,singleton,,1,0,1,0,1,0,validation,0
singleton_1438,singleton,,1,0,1,1,0,0,train,0
singleton_1439,singleton,,1,0,1,1,0,0,train,0
singleton_1440,singleton,,1,0,1,0,1,0,validation,0
singleton_1441,singleton,,1,0,1,1,0,0,train,0
singleton_1442,singleton,,1,0,1,1,0,0,train,0
singleton_1443,singleton,,1,0,1,1,0,0,train,0
singleton_1444,singleton,,1,0,1,1,0,0,train,0
singleton_1445,singleton,,1,0,1,1,0,0,train,0
singleton_1446,singleton,,1,0,1,1,0,0,train,0
singleton_1447,singleton,,1,0,1,1,0,0,train,0
singleton_1448,singleton,,1,0,1,1,0,0,train,0
singleton_1449,singleton,,1,0,1,1,0,0,train,0
singleton_1450,singleton,,1,0,1,0,0,1,test,0
singleton_1451,singleton,,1,0,1,1,0,0,train,0
singleton_1452,singleton,,1,0,1,1,0,0,train,0
singleton_1453,singleton,,1,0,1,0,0,1,test,0
singleton_1454,singleton,,1,0,1,0,0,1,test,0
singleton_1455,singleton,,1,0,1,1,0,0,train,0
singleton_1456,singleton,,1,0,1,1,0,0,train,0
singleton_1457,singleton,,1,0,1,1,0,0,train,0
singleton_1458,singleton,,1,0,1,0,0,1,test,0
singleton_1459,singleton,,1,0,1,1,0,0,train,0
singleton_1460,singleton,,1,0,1,1,0,0,train,0
singleton_1461,singleton,,1,0,1,1,0,0,train,0
singleton_1462,singleton,,1,0,1,1,0,0,train,0
singleton_1463,singleton,,1,0,1,0,0,1,test,0
singleton_1464,singleton,,1,0,1,1,0,0,train,0
singleton_1465,singleton,,1,0,1,0,0,1,test,0
singleton_1466,singleton,,1,0,1,1,0,0,train,0
singleton_1467,singleton,,1,0,1,1,0,0,train,0
singleton_1468,singleton,,1,0,1,1,0,0,train,0
singleton_1469,singleton,,1,0,1,1,0,0,train,0
singleton_1470,singleton,,1,0,1,0,0,1,test,0
singleton_1471,singleton,,1,0,1,1,0,0,train,0
singleton_1472,singleton,,1,0,1,1,0,0,train,0
singleton_1473,singleton,,1,0,1,1,0,0,train,0
singleton_1474,singleton,,1,0,1,1,0,0,train,0
singleton_1475,singleton,,1,0,1,1,0,0,train,0
singleton_1476,singleton,,1,0,1,1,0,0,train,0
singleton_1477,singleton,,1,0,1,1,0,0,train,0
singleton_1478,singleton,,1,0,1,1,0,0,train,0
singleton_1479,singleton,,1,0,1,1,0,0,train,0
singleton_1480,singleton,,1,0,1,1,0,0,train,0
singleton_1481,singleton,,1,0,1,0,0,1,test,0
singleton_1482,singleton,,1,0,1,1,0,0,train,0
singleton_1483,singleton,,1,0,1,1,0,0,train,0
singleton_1484,singleton,,1,0,1,1,0,0,train,0
singleton_1485,singleton,,1,0,1,0,1,0,validation,0
singleton_1486,singleton,,1,0,1,1,0,0,train,0
singleton_1487,singleton,,1,0,1,1,0,0,train,0
singleton_1488,singleton,,1,0,1,1,0,0,train,0
singleton_1489,singleton,,1,0,1,0,1,0,validation,0
singleton_1490,singleton,,1,0,1,1,0,0,train,0
singleton_1491,singleton,,1,0,1,1,0,0,train,0
singleton_1492,singleton,,1,0,1,1,0,0,train,0
singleton_1493,singleton,,1,0,1,0,1,0,validation,0
singleton_1494,singleton,,1,0,1,1,0,0,train,0
singleton_1495,singleton,,1,0,1,1,0,0,train,0
singleton_1496,singleton,,1,0,1,1,0,0,train,0
singleton_1497,singleton,,1,0,1,1,0,0,train,0
singleton_1498,singleton,,1,0,1,1,0,0,train,0
singleton_1499,singleton,,1,0,1,1,0,0,train,0
singleton_1500,singleton,,1,0,1,1,0,0,train,0
singleton_1501,singleton,,1,0,1,1,0,0,train,0
singleton_1502,singleton,,1,0,1,1,0,0,train,0
singleton_1503,singleton,,1,0,1,1,0,0,train,0
singleton_1504,singleton,,1,0,1,1,0,0,train,0
singleton_1505,singleton,,1,0,1,1,0,0,train,0
singleton_1506,singleton,,1,0,1,0,1,0,validation,0
singleton_1507,singleton,,1,0,1,0,0,1,test,0
singleton_1508,singleton,,1,0,1,1,0,0,train,0
singleton_1509,singleton,,1,0,1,1,0,0,train,0
singleton_1510,singleton,,1,0,1,1,0,0,train,0
singleton_1511,singleton,,1,0,1,1,0,0,train,0
singleton_1512,singleton,,1,0,1,1,0,0,train,0
singleton_1513,singleton,,1,0,1,1,0,0,train,0
singleton_1514,singleton,,1,0,1,0,1,0,validation,0
singleton_1515,singleton,,1,0,1,1,0,0,train,0
singleton_1516,singleton,,1,0,1,1,0,0,train,0
singleton_1517,singleton,,1,0,1,0,1,0,validation,0
singleton_1518,singleton,,1,0,1,1,0,0,train,0
singleton_1519,singleton,,1,0,1,1,0,0,train,0
singleton_1520,singleton,,1,0,1,0,1,0,validation,0
singleton_1521,singleton,,1,0,1,1,0,0,train,0
singleton_1522,singleton,,1,0,1,1,0,0,train,0
singleton_1523,singleton,,1,0,1,1,0,0,train,0
singleton_1524,singleton,,1,0,1,0,1,0,validation,0
singleton_1525,singleton,,1,0,1,0,0,1,test,0
singleton_1526,singleton,,1,0,1,1,0,0,train,0
singleton_1527,singleton,,1,0,1,1,0,0,train,0
singleton_1528,singleton,,1,0,1,1,0,0,train,0
singleton_1529,singleton,,1,0,1,0,0,1,test,0
singleton_1530,singleton,,1,0,1,1,0,0,train,0
singleton_1531,singleton,,1,0,1,1,0,0,train,0
singleton_1532,singleton,,1,0,1,1,0,0,train,0
singleton_1533,singleton,,1,0,1,1,0,0,train,0
singleton_1534,singleton,,1,0,1,0,1,0,validation,0
singleton_1535,singleton,,1,0,1,0,1,0,validation,0
singleton_1536,singleton,,1,0,1,1,0,0,train,0
singleton_1537,singleton,,1,0,1,1,0,0,train,0
singleton_1538,singleton,,1,0,1,1,0,0,train,0
singleton_1539,singleton,,1,0,1,1,0,0,train,0
singleton_1540,singleton,,1,0,1,0,0,1,test,0
singleton_1541,singleton,,1,0,1,1,0,0,train,0
singleton_1542,singleton,,1,0,1,1,0,0,train,0
singleton_1543,singleton,,1,0,1,0,0,1,test,0
singleton_1544,singleton,,1,0,1,0,0,1,test,0
singleton_1545,singleton,,1,0,1,1,0,0,train,0
singleton_1546,singleton,,1,0,1,1,0,0,train,0
singleton_1547,singleton,,1,0,1,1,0,0,train,0
singleton_1548,singleton,,1,0,1,0,0,1,test,0
singleton_1549,singleton,,1,0,1,0,1,0,validation,0
singleton_1550,singleton,,1,0,1,0,0,1,test,0
singleton_1551,singleton,,1,0,1,1,0,0,train,0
singleton_1552,singleton,,1,0,1,1,0,0,train,0
singleton_1553,singleton,,1,0,1,1,0,0,train,0
singleton_1554,singleton,,1,0,1,1,0,0,train,0
singleton_1555,singleton,,1,0,1,1,0,0,train,0
singleton_1556,singleton,,1,0,1,1,0,0,train,0
singleton_1557,singleton,,1,0,1,0,0,1,test,0
singleton_1558,singleton,,1,0,1,1,0,0,train,0
singleton_1559,singleton,,1,0,1,0,0,1,test,0
singleton_1560,singleton,,1,0,1,1,0,0,train,0
singleton_1561,singleton,,1,0,1,1,0,0,train,0
singleton_1562,singleton,,1,0,1,1,0,0,train,0
singleton_1563,singleton,,1,0,1,1,0,0,train,0
singleton_1564,singleton,,1,0,1,1,0,0,train,0
singleton_1565,singleton,,1,0,1,1,0,0,train,0
singleton_1566,singleton,,1,0,1,0,1,0,validation,0
singleton_1567,singleton,,1,0,1,1,0,0,train,0
singleton_1568,singleton,,1,0,1,1,0,0,train,0
singleton_1569,singleton,,1,0,1,1,0,0,train,0
singleton_1570,singleton,,1,0,1,1,0,0,train,0
singleton_1571,singleton,,1,0,1,1,0,0,train,0
singleton_1572,singleton,,1,0,1,0,0,1,test,0
singleton_1573,singleton,,1,0,1,1,0,0,train,0
singleton_1574,singleton,,1,0,1,1,0,0,train,0
singleton_1575,singleton,,1,0,1,0,1,0,validation,0
singleton_1576,singleton,,1,0,1,0,0,1,test,0
singleton_1577,singleton,,1,0,1,1,0,0,train,0
singleton_1578,singleton,,1,0,1,1,0,0,train,0
singleton_1579,singleton,,1,0,1,1,0,0,train,0
singleton_1580,singleton,,1,0,1,0,0,1,test,0
singleton_1581,singleton,,1,0,1,0,1,0,validation,0
singleton_1582,singleton,,1,0,1,1,0,0,train,0
singleton_1583,singleton,,1,0,1,1,0,0,train,0
singleton_1584,singleton,,1,0,1,1,0,0,train,0
singleton_1585,singleton,,1,0,1,1,0,0,train,0
singleton_1586,singleton,,1,0,1,0,1,0,validation,0
singleton_1587,singleton,,1,0,1,0,1,0,validation,0
singleton_1588,singleton,,1,0,1,0,0,1,test,0
singleton_1589,singleton,,1,0,1,1,0,0,train,0
singleton_1590,singleton,,1,0,1,1,0,0,train,0
singleton_1591,singleton,,1,0,1,1,0,0,train,0
singleton_1592,singleton,,1,0,1,1,0,0,train,0
singleton_1593,singleton,,1,0,1,0,1,0,validation,0
singleton_1594,singleton,,1,0,1,1,0,0,train,0
singleton_1595,singleton,,1,0,1,1,0,0,train,0
singleton_1596,singleton,,1,0,1,1,0,0,train,0
singleton_1597,singleton,,1,0,1,0,1,0,validation,0
singleton_1598,singleton,,1,0,1,0,0,1,test,0
singleton_1599,singleton,,1,0,1,1,0,0,train,0
singleton_1600,singleton,,1,0,1,1,0,0,train,0
singleton_1601,singleton,,1,0,1,1,0,0,train,0
singleton_1602,singleton,,1,0,1,1,0,0,train,0
singleton_1603,singleton,,1,0,1,1,0,0,train,0
singleton_1604,singleton,,1,0,1,1,0,0,train,0
singleton_1605,singleton,,1,0,1,0,0,1,test,0
singleton_1606,singleton,,1,0,1,1,0,0,train,0
singleton_1607,singleton,,1,0,1,1,0,0,train,0
singleton_1608,singleton,,1,0,1,1,0,0,train,0
singleton_1609,singleton,,1,0,1,0,1,0,validation,0
singleton_1610,singleton,,1,0,1,1,0,0,train,0
singleton_1611,singleton,,1,0,1,1,0,0,train,0
singleton_1612,singleton,,1,0,1,1,0,0,train,0
singleton_1613,singleton,,1,0,1,1,0,0,train,0
singleton_1614,singleton,,1,0,1,1,0,0,train,0
singleton_1615,singleton,,1,0,1,1,0,0,train,0
singleton_1616,singleton,,1,0,1,0,0,1,test,0
singleton_1617,singleton,,1,0,1,1,0,0,train,0
singleton_1618,singleton,,1,0,1,1,0,0,train,0
singleton_1619,singleton,,1,0,1,0,0,1,test,0
singleton_1620,singleton,,1,0,1,1,0,0,train,0
singleton_1621,singleton,,1,0,1,1,0,0,train,0
singleton_1622,singleton,,1,0,1,1,0,0,train,0
singleton_1623,singleton,,1,0,1,1,0,0,train,0
singleton_1624,singleton,,1,0,1,1,0,0,train,0
singleton_1625,singleton,,1,0,1,0,1,0,validation,0
singleton_1626,singleton,,1,0,1,1,0,0,train,0
singleton_1627,singleton,,1,0,1,1,0,0,train,0
singleton_1628,singleton,,1,0,1,1,0,0,train,0
singleton_1629,singleton,,1,0,1,0,1,0,validation,0
singleton_1630,singleton,,1,0,1,0,0,1,test,0
singleton_1631,singleton,,1,0,1,0,1,0,validation,0
singleton_1632,singleton,,1,0,1,0,0,1,test,0
singleton_1633,singleton,,1,0,1,1,0,0,train,0
singleton_1634,singleton,,1,0,1,1,0,0,train,0
singleton_1635,singleton,,1,0,1,1,0,0,train,0
singleton_1636,singleton,,1,0,1,1,0,0,train,0
singleton_1637,singleton,,1,0,1,0,0,1,test,0
singleton_1638,singleton,,1,0,1,1,0,0,train,0
singleton_1639,singleton,,1,0,1,0,0,1,test,0
singleton_1640,singleton,,1,0,1,1,0,0,train,0
singleton_1641,singleton,,1,0,1,1,0,0,train,0
singleton_1642,singleton,,1,0,1,1,0,0,train,0
singleton_1643,singleton,,1,0,1,1,0,0,train,0
singleton_1644,singleton,,1,0,1,1,0,0,train,0
singleton_1645,singleton,,1,0,1,1,0,0,train,0
singleton_1646,singleton,,1,0,1,1,0,0,train,0
singleton_1647,singleton,,1,0,1,1,0,0,train,0
singleton_1648,singleton,,1,0,1,1,0,0,train,0
singleton_1649,singleton,,1,0,1,1,0,0,train,0
singleton_1650,singleton,,1,0,1,1,0,0,train,0
singleton_1651,singleton,,1,0,1,0,1,0,validation,0
singleton_1652,singleton,,1,0,1,1,0,0,train,0
singleton_1653,singleton,,1,0,1,1,0,0,train,0
singleton_1654,singleton,,1,0,1,0,1,0,validation,0
singleton_1655,singleton,,1,0,1,1,0,0,train,0
singleton_1656,singleton,,1,0,1,1,0,0,train,0
singleton_1657,singleton,,1,0,1,1,0,0,train,0
singleton_1658,singleton,,1,0,1,0,1,0,validation,0
singleton_1659,singleton,,1,0,1,1,0,0,train,0
singleton_1660,singleton,,1,0,1,1,0,0,train,0
singleton_1661,singleton,,1,0,1,0,0,1,test,0
singleton_1662,singleton,,1,0,1,0,1,0,validation,0
singleton_1663,singleton,,1,0,1,1,0,0,train,0
singleton_1664,singleton,,1,0,1,1,0,0,train,0
singleton_1665,singleton,,1,0,1,1,0,0,train,0
singleton_1666,singleton,,1,0,1,0,1,0,validation,0
singleton_1667,singleton,,1,0,1,1,0,0,train,0
singleton_1668,singleton,,1,0,1,1,0,0,train,0
singleton_1669,singleton,,1,0,1,0,1,0,validation,0
singleton_1670,singleton,,1,0,1,0,0,1,test,0
singleton_1671,singleton,,1,0,1,1,0,0,train,0
singleton_1672,singleton,,1,0,1,1,0,0,train,0
singleton_1673,singleton,,1,0,1,1,0,0,train,0
