model,dataset,relative_path,video_sha256,theta,k,sequence_scores,detected,alert_score_index_zero_based,alert_frame_one_based,delay_seconds_at_25fps,alert_rolling_score
gru_original_grouped,RLVS,Violence/V_139.mp4,bfd15347d0f64fa7ae451f3e39ab98e62660acd9cf687e29e454b9a3e62640f6,0.65,5,32,1,4,40,1.600000,0.992437363
gru_augmented_grouped,RLVS,Violence/V_139.mp4,bfd15347d0f64fa7ae451f3e39ab98e62660acd9cf687e29e454b9a3e62640f6,0.65,10,32,1,9,65,2.600000,0.993119299
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0212.avi,5125ae14639a94823457d5702a955594482f5f64852e19908a39f20344626b7f,0.7,5,27,1,4,40,1.600000,0.733945477
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0212.avi,5125ae14639a94823457d5702a955594482f5f64852e19908a39f20344626b7f,0.7,7,27,1,6,50,2.000000,0.845414434
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0212.avi,5125ae14639a94823457d5702a955594482f5f64852e19908a39f20344626b7f,0.65,5,27,1,9,65,2.600000,0.661014831
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0212.avi,5125ae14639a94823457d5702a955594482f5f64852e19908a39f20344626b7f,0.65,10,27,1,13,85,3.400000,0.663351375
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0021.avi,3cdb5cb02143beaf049263e4ddaaaedf83e62cafcf463abf6b3e12e193d2876f,0.7,5,27,1,4,40,1.600000,0.979673827
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0021.avi,3cdb5cb02143beaf049263e4ddaaaedf83e62cafcf463abf6b3e12e193d2876f,0.7,7,27,1,6,50,2.000000,0.940397756
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0021.avi,3cdb5cb02143beaf049263e4ddaaaedf83e62cafcf463abf6b3e12e193d2876f,0.65,5,27,1,4,40,1.600000,0.986752450
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0021.avi,3cdb5cb02143beaf049263e4ddaaaedf83e62cafcf463abf6b3e12e193d2876f,0.65,10,27,1,9,65,2.600000,0.966043687
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0624.avi,f34ac87b6a0488f6124c1c716e8ee361d34a0b7f6c5ff515286eac7517417bc3,0.7,5,27,0,,,,
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0624.avi,f34ac87b6a0488f6124c1c716e8ee361d34a0b7f6c5ff515286eac7517417bc3,0.7,7,27,0,,,,
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0624.avi,f34ac87b6a0488f6124c1c716e8ee361d34a0b7f6c5ff515286eac7517417bc3,0.65,5,27,0,,,,
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0624.avi,f34ac87b6a0488f6124c1c716e8ee361d34a0b7f6c5ff515286eac7517417bc3,0.65,10,27,0,,,,
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0241.avi,66d92840083d61d534af54822a1de504d5cdca9bad0bcddfb53d77c4d69249a8,0.7,5,27,1,4,40,1.600000,0.815219164
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0241.avi,66d92840083d61d534af54822a1de504d5cdca9bad0bcddfb53d77c4d69249a8,0.7,7,27,1,6,50,2.000000,0.892653942
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0241.avi,66d92840083d61d534af54822a1de504d5cdca9bad0bcddfb53d77c4d69249a8,0.65,5,27,1,6,50,2.000000,0.669948488
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0241.avi,66d92840083d61d534af54822a1de504d5cdca9bad0bcddfb53d77c4d69249a8,0.65,10,27,1,10,70,2.800000,0.660953408
lstm_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0097.avi,fb42a016db7146b9ce2f553c6f9f6f2f4c022a09a14c7b9cc7bbea63e213119b,0.7,5,27,1,4,40,1.600000,0.977728927
lstm_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0097.avi,fb42a016db7146b9ce2f553c6f9f6f2f4c022a09a14c7b9cc7bbea63e213119b,0.7,7,27,1,6,50,2.000000,0.970573945
gru_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0097.avi,fb42a016db7146b9ce2f553c6f9f6f2f4c022a09a14c7b9cc7bbea63e213119b,0.65,5,27,1,4,40,1.600000,0.942869508
gru_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0097.avi,fb42a016db7146b9ce2f553c6f9f6f2f4c022a09a14c7b9cc7bbea63e213119b,0.65,10,27,1,9,65,2.600000,0.937231535
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0166.avi,84b9069a2975c525fc3f4d3ffb5c291a1156a2c45d9e792a78c472c5f4ca89de,0.7,5,27,1,11,75,3.000000,0.707159376
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0166.avi,84b9069a2975c525fc3f4d3ffb5c291a1156a2c45d9e792a78c472c5f4ca89de,0.7,7,27,1,6,50,2.000000,0.715161443
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0166.avi,84b9069a2975c525fc3f4d3ffb5c291a1156a2c45d9e792a78c472c5f4ca89de,0.65,5,27,1,4,40,1.600000,0.707948291
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0166.avi,84b9069a2975c525fc3f4d3ffb5c291a1156a2c45d9e792a78c472c5f4ca89de,0.65,10,27,1,9,65,2.600000,0.788454628
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0142.avi,771dce27fdebb520ba88f92e1e0727538eb529772a2a7facc13ec6f830a5b23c,0.7,5,27,1,4,40,1.600000,0.972757649
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0142.avi,771dce27fdebb520ba88f92e1e0727538eb529772a2a7facc13ec6f830a5b23c,0.7,7,27,1,6,50,2.000000,0.966049407
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0142.avi,771dce27fdebb520ba88f92e1e0727538eb529772a2a7facc13ec6f830a5b23c,0.65,5,27,1,4,40,1.600000,0.963489306
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0142.avi,771dce27fdebb520ba88f92e1e0727538eb529772a2a7facc13ec6f830a5b23c,0.65,10,27,1,9,65,2.600000,0.957238334
lstm_original_grouped,RLVS,Violence/V_115.mp4,d26fdce8835dff2a471cff7d9effdf2dafa81b3b457ae2a5881558a4dd5d8fc3,0.7,5,27,1,10,70,2.800000,0.773807836
lstm_augmented_grouped,RLVS,Violence/V_115.mp4,d26fdce8835dff2a471cff7d9effdf2dafa81b3b457ae2a5881558a4dd5d8fc3,0.7,7,27,1,9,65,2.600000,0.764378616
gru_original_grouped,RLVS,Violence/V_115.mp4,d26fdce8835dff2a471cff7d9effdf2dafa81b3b457ae2a5881558a4dd5d8fc3,0.65,5,27,1,4,40,1.600000,0.658061540
gru_augmented_grouped,RLVS,Violence/V_115.mp4,d26fdce8835dff2a471cff7d9effdf2dafa81b3b457ae2a5881558a4dd5d8fc3,0.65,10,27,1,9,65,2.600000,0.935661888
lstm_original_grouped,RLVS,Violence/V_704.mp4,2a7dc583c4759b4e352c61bec495e12ad833320596394754b7d02a61aafba311,0.7,5,22,1,4,40,1.600000,0.967617655
lstm_augmented_grouped,RLVS,Violence/V_704.mp4,2a7dc583c4759b4e352c61bec495e12ad833320596394754b7d02a61aafba311,0.7,7,22,1,6,50,2.000000,0.847087298
gru_original_grouped,RLVS,Violence/V_704.mp4,2a7dc583c4759b4e352c61bec495e12ad833320596394754b7d02a61aafba311,0.65,5,22,1,4,40,1.600000,0.966498089
gru_augmented_grouped,RLVS,Violence/V_704.mp4,2a7dc583c4759b4e352c61bec495e12ad833320596394754b7d02a61aafba311,0.65,10,22,1,9,65,2.600000,0.978846067
lstm_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0151.avi,2327862244d5b97544304ecda760991fdc0f4f2b848fa40e24bc13143e1c8868,0.7,5,27,1,4,40,1.600000,0.982537365
lstm_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0151.avi,2327862244d5b97544304ecda760991fdc0f4f2b848fa40e24bc13143e1c8868,0.7,7,27,1,6,50,2.000000,0.956035503
gru_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0151.avi,2327862244d5b97544304ecda760991fdc0f4f2b848fa40e24bc13143e1c8868,0.65,5,27,1,4,40,1.600000,0.908227098
gru_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0151.avi,2327862244d5b97544304ecda760991fdc0f4f2b848fa40e24bc13143e1c8868,0.65,10,27,1,9,65,2.600000,0.849567938
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0631.avi,9babca8b8c6c440445a2969575f9d39c9c437c8eb33b101fce395365d159dea9,0.7,5,27,1,4,40,1.600000,0.953072870
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0631.avi,9babca8b8c6c440445a2969575f9d39c9c437c8eb33b101fce395365d159dea9,0.7,7,27,1,6,50,2.000000,0.912934422
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0631.avi,9babca8b8c6c440445a2969575f9d39c9c437c8eb33b101fce395365d159dea9,0.65,5,27,1,4,40,1.600000,0.863051343
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0631.avi,9babca8b8c6c440445a2969575f9d39c9c437c8eb33b101fce395365d159dea9,0.65,10,27,1,9,65,2.600000,0.859451991
lstm_original_grouped,RLVS,Violence/V_487.mp4,49e3b5e6bd2d5454056fe21fd3a6934452a4bfb2a9b676f9b01e43fca6672a23,0.7,5,19,1,4,40,1.600000,0.995006585
lstm_augmented_grouped,RLVS,Violence/V_487.mp4,49e3b5e6bd2d5454056fe21fd3a6934452a4bfb2a9b676f9b01e43fca6672a23,0.7,7,19,1,6,50,2.000000,0.991615142
gru_original_grouped,RLVS,Violence/V_487.mp4,49e3b5e6bd2d5454056fe21fd3a6934452a4bfb2a9b676f9b01e43fca6672a23,0.65,5,19,1,4,40,1.600000,0.997394085
gru_augmented_grouped,RLVS,Violence/V_487.mp4,49e3b5e6bd2d5454056fe21fd3a6934452a4bfb2a9b676f9b01e43fca6672a23,0.65,10,19,1,9,65,2.600000,0.987013769
lstm_original_grouped,RLVS,Violence/V_419.mp4,305dff58dfc7694a04615dc408203e2cccf9d95735653fada7bc8670acf1ba7f,0.7,5,17,1,4,40,1.600000,0.986419833
lstm_augmented_grouped,RLVS,Violence/V_419.mp4,305dff58dfc7694a04615dc408203e2cccf9d95735653fada7bc8670acf1ba7f,0.7,7,17,1,6,50,2.000000,0.975486551
gru_original_grouped,RLVS,Violence/V_419.mp4,305dff58dfc7694a04615dc408203e2cccf9d95735653fada7bc8670acf1ba7f,0.65,5,17,1,4,40,1.600000,0.991168928
gru_augmented_grouped,RLVS,Violence/V_419.mp4,305dff58dfc7694a04615dc408203e2cccf9d95735653fada7bc8670acf1ba7f,0.65,10,17,1,9,65,2.600000,0.978022236
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0445.avi,068ce4805a3638a6276334c7cfe092b431e53f0c5dc21d2c8964e6a368129b46,0.7,5,27,0,,,,
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0445.avi,068ce4805a3638a6276334c7cfe092b431e53f0c5dc21d2c8964e6a368129b46,0.7,7,27,0,,,,
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0445.avi,068ce4805a3638a6276334c7cfe092b431e53f0c5dc21d2c8964e6a368129b46,0.65,5,27,0,,,,
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0445.avi,068ce4805a3638a6276334c7cfe092b431e53f0c5dc21d2c8964e6a368129b46,0.65,10,27,0,,,,
lstm_original_grouped,RLVS,Violence/V_233.mp4,91ec49cd0c50ec5d227003096ee6839e35293904ce65532ad7207722fca2561f,0.7,5,27,0,,,,
lstm_augmented_grouped,RLVS,Violence/V_233.mp4,91ec49cd0c50ec5d227003096ee6839e35293904ce65532ad7207722fca2561f,0.7,7,27,1,23,135,5.400000,0.724939474
gru_original_grouped,RLVS,Violence/V_233.mp4,91ec49cd0c50ec5d227003096ee6839e35293904ce65532ad7207722fca2561f,0.65,5,27,1,23,135,5.400000,0.717063838
gru_augmented_grouped,RLVS,Violence/V_233.mp4,91ec49cd0c50ec5d227003096ee6839e35293904ce65532ad7207722fca2561f,0.65,10,27,1,26,150,6.000000,0.661950743
lstm_original_grouped,RLVS,Violence/V_165.mp4,7b8ce65708dfc41c286dbea20549b5fcb27de802959d90255ed95caae4e73785,0.7,5,17,1,4,40,1.600000,0.995414102
lstm_augmented_grouped,RLVS,Violence/V_165.mp4,7b8ce65708dfc41c286dbea20549b5fcb27de802959d90255ed95caae4e73785,0.7,7,17,1,6,50,2.000000,0.993094240
gru_original_grouped,RLVS,Violence/V_165.mp4,7b8ce65708dfc41c286dbea20549b5fcb27de802959d90255ed95caae4e73785,0.65,5,17,1,4,40,1.600000,0.997548258
gru_augmented_grouped,RLVS,Violence/V_165.mp4,7b8ce65708dfc41c286dbea20549b5fcb27de802959d90255ed95caae4e73785,0.65,10,17,1,9,65,2.600000,0.995679480
lstm_original_grouped,RLVS,Violence/V_754.mp4,348a56c815e1342cff767302e4ca52217f1d0d2b6e6115477219b7543ea240bf,0.7,5,22,1,4,40,1.600000,0.955649400
lstm_augmented_grouped,RLVS,Violence/V_754.mp4,348a56c815e1342cff767302e4ca52217f1d0d2b6e6115477219b7543ea240bf,0.7,7,22,1,6,50,2.000000,0.736929936
gru_original_grouped,RLVS,Violence/V_754.mp4,348a56c815e1342cff767302e4ca52217f1d0d2b6e6115477219b7543ea240bf,0.65,5,22,1,4,40,1.600000,0.783715129
gru_augmented_grouped,RLVS,Violence/V_754.mp4,348a56c815e1342cff767302e4ca52217f1d0d2b6e6115477219b7543ea240bf,0.65,10,22,1,9,65,2.600000,0.781684476
lstm_original_grouped,RLVS,Violence/V_128.mp4,cf10a14b4539e9ce6b6fa30985d3c349552b4b3094a69c81b3ac215cb7aa391c,0.7,5,32,1,4,40,1.600000,0.988973689
lstm_augmented_grouped,RLVS,Violence/V_128.mp4,cf10a14b4539e9ce6b6fa30985d3c349552b4b3094a69c81b3ac215cb7aa391c,0.7,7,32,1,6,50,2.000000,0.984461205
gru_original_grouped,RLVS,Violence/V_128.mp4,cf10a14b4539e9ce6b6fa30985d3c349552b4b3094a69c81b3ac215cb7aa391c,0.65,5,32,1,4,40,1.600000,0.988504553
gru_augmented_grouped,RLVS,Violence/V_128.mp4,cf10a14b4539e9ce6b6fa30985d3c349552b4b3094a69c81b3ac215cb7aa391c,0.65,10,32,1,9,65,2.600000,0.988695741
lstm_original_grouped,RLVS,Violence/V_637.mp4,a033d7c76ac8c97a36b44fa1588015aa779a9d32e4806f3915e64c0e0acbff3b,0.7,5,27,1,8,60,2.400000,0.711404443
lstm_augmented_grouped,RLVS,Violence/V_637.mp4,a033d7c76ac8c97a36b44fa1588015aa779a9d32e4806f3915e64c0e0acbff3b,0.7,7,27,1,11,75,3.000000,0.709031790
gru_original_grouped,RLVS,Violence/V_637.mp4,a033d7c76ac8c97a36b44fa1588015aa779a9d32e4806f3915e64c0e0acbff3b,0.65,5,27,1,5,45,1.800000,0.691655028
gru_augmented_grouped,RLVS,Violence/V_637.mp4,a033d7c76ac8c97a36b44fa1588015aa779a9d32e4806f3915e64c0e0acbff3b,0.65,10,27,1,12,80,3.200000,0.667772886
lstm_original_grouped,RLVS,Violence/V_154.mp4,a7b4cbd4ece7f7a53fee56a580235e3b4d58805eaec169612cc4deee317c3523,0.7,5,32,1,4,40,1.600000,0.990616703
lstm_augmented_grouped,RLVS,Violence/V_154.mp4,a7b4cbd4ece7f7a53fee56a580235e3b4d58805eaec169612cc4deee317c3523,0.7,7,32,1,6,50,2.000000,0.988378729
gru_original_grouped,RLVS,Violence/V_154.mp4,a7b4cbd4ece7f7a53fee56a580235e3b4d58805eaec169612cc4deee317c3523,0.65,5,32,1,4,40,1.600000,0.994893098
gru_augmented_grouped,RLVS,Violence/V_154.mp4,a7b4cbd4ece7f7a53fee56a580235e3b4d58805eaec169612cc4deee317c3523,0.65,10,32,1,9,65,2.600000,0.995732492
lstm_original_grouped,RLVS,Violence/V_885.mp4,9c53cc0612c332f65accc15d9aa4d54c7a699c6a0404941f28bae2db93eb2680,0.7,5,27,1,4,40,1.600000,0.993546104
lstm_augmented_grouped,RLVS,Violence/V_885.mp4,9c53cc0612c332f65accc15d9aa4d54c7a699c6a0404941f28bae2db93eb2680,0.7,7,27,1,6,50,2.000000,0.992999477
gru_original_grouped,RLVS,Violence/V_885.mp4,9c53cc0612c332f65accc15d9aa4d54c7a699c6a0404941f28bae2db93eb2680,0.65,5,27,1,4,40,1.600000,0.995939565
gru_augmented_grouped,RLVS,Violence/V_885.mp4,9c53cc0612c332f65accc15d9aa4d54c7a699c6a0404941f28bae2db93eb2680,0.65,10,27,1,9,65,2.600000,0.991358608
lstm_original_grouped,RLVS,Violence/V_863.mp4,a857f38ad696b940d5ebcf6d830e70cdb9407a08a2132dd7e0bf1ded2d35156d,0.7,5,20,1,4,40,1.600000,0.991688442
lstm_augmented_grouped,RLVS,Violence/V_863.mp4,a857f38ad696b940d5ebcf6d830e70cdb9407a08a2132dd7e0bf1ded2d35156d,0.7,7,20,1,6,50,2.000000,0.984991499
gru_original_grouped,RLVS,Violence/V_863.mp4,a857f38ad696b940d5ebcf6d830e70cdb9407a08a2132dd7e0bf1ded2d35156d,0.65,5,20,1,4,40,1.600000,0.993740702
gru_augmented_grouped,RLVS,Violence/V_863.mp4,a857f38ad696b940d5ebcf6d830e70cdb9407a08a2132dd7e0bf1ded2d35156d,0.65,10,20,1,9,65,2.600000,0.984030110
lstm_original_grouped,RLVS,Violence/V_783.mp4,7e58615e4d3636ece80d91972f70b5a869d3db7787ffd52d98d5fcd0a0d2c740,0.7,5,24,1,4,40,1.600000,0.996215045
lstm_augmented_grouped,RLVS,Violence/V_783.mp4,7e58615e4d3636ece80d91972f70b5a869d3db7787ffd52d98d5fcd0a0d2c740,0.7,7,24,1,6,50,2.000000,0.993510178
gru_original_grouped,RLVS,Violence/V_783.mp4,7e58615e4d3636ece80d91972f70b5a869d3db7787ffd52d98d5fcd0a0d2c740,0.65,5,24,1,4,40,1.600000,0.998163152
gru_augmented_grouped,RLVS,Violence/V_783.mp4,7e58615e4d3636ece80d91972f70b5a869d3db7787ffd52d98d5fcd0a0d2c740,0.65,10,24,1,9,65,2.600000,0.995596075
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0393.avi,2552251be9aa2a7e8267a6f64d34c1b02cbc3e3bf9a09cec06de49fdd87b4e17,0.7,5,27,1,4,40,1.600000,0.785797048
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0393.avi,2552251be9aa2a7e8267a6f64d34c1b02cbc3e3bf9a09cec06de49fdd87b4e17,0.7,7,27,1,6,50,2.000000,0.747497516
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0393.avi,2552251be9aa2a7e8267a6f64d34c1b02cbc3e3bf9a09cec06de49fdd87b4e17,0.65,5,27,1,13,85,3.400000,0.652328372
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0393.avi,2552251be9aa2a7e8267a6f64d34c1b02cbc3e3bf9a09cec06de49fdd87b4e17,0.65,10,27,1,9,65,2.600000,0.758489579
lstm_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0167.avi,bd4b6579d6ca1f7c723628382952aa8584866a0d17663761657bec9c06e20938,0.7,5,27,1,4,40,1.600000,0.782319784
lstm_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0167.avi,bd4b6579d6ca1f7c723628382952aa8584866a0d17663761657bec9c06e20938,0.7,7,27,1,6,50,2.000000,0.755541246
gru_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0167.avi,bd4b6579d6ca1f7c723628382952aa8584866a0d17663761657bec9c06e20938,0.65,5,27,1,6,50,2.000000,0.715409994
gru_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0167.avi,bd4b6579d6ca1f7c723628382952aa8584866a0d17663761657bec9c06e20938,0.65,10,27,1,9,65,2.600000,0.720752460
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0570.avi,6ec2ef4f51a8dd59de9fbbc21d1e4cbc79da859a3b982f94307c04355ca64e74,0.7,5,27,1,4,40,1.600000,0.982383513
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0570.avi,6ec2ef4f51a8dd59de9fbbc21d1e4cbc79da859a3b982f94307c04355ca64e74,0.7,7,27,1,6,50,2.000000,0.976015500
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0570.avi,6ec2ef4f51a8dd59de9fbbc21d1e4cbc79da859a3b982f94307c04355ca64e74,0.65,5,27,1,4,40,1.600000,0.944150233
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0570.avi,6ec2ef4f51a8dd59de9fbbc21d1e4cbc79da859a3b982f94307c04355ca64e74,0.65,10,27,1,9,65,2.600000,0.942691654
lstm_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0028.avi,5e7c04b3fd54648320258385b37f126944fc98d110fdd44cd59ba9c8448613d8,0.7,5,27,1,4,40,1.600000,0.807955575
lstm_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0028.avi,5e7c04b3fd54648320258385b37f126944fc98d110fdd44cd59ba9c8448613d8,0.7,7,27,1,6,50,2.000000,0.955551386
gru_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0028.avi,5e7c04b3fd54648320258385b37f126944fc98d110fdd44cd59ba9c8448613d8,0.65,5,27,1,6,50,2.000000,0.695837760
gru_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0028.avi,5e7c04b3fd54648320258385b37f126944fc98d110fdd44cd59ba9c8448613d8,0.65,10,27,1,9,65,2.600000,0.950692421
lstm_original_grouped,RLVS,Violence/V_570.mp4,41b6c5b589b6c5cc9e60b48522456b271f8b26e364be91ded179cc08d1b3742c,0.7,5,34,1,4,40,1.600000,0.976549828
lstm_augmented_grouped,RLVS,Violence/V_570.mp4,41b6c5b589b6c5cc9e60b48522456b271f8b26e364be91ded179cc08d1b3742c,0.7,7,34,1,6,50,2.000000,0.966287451
gru_original_grouped,RLVS,Violence/V_570.mp4,41b6c5b589b6c5cc9e60b48522456b271f8b26e364be91ded179cc08d1b3742c,0.65,5,34,1,4,40,1.600000,0.964491343
gru_augmented_grouped,RLVS,Violence/V_570.mp4,41b6c5b589b6c5cc9e60b48522456b271f8b26e364be91ded179cc08d1b3742c,0.65,10,34,1,9,65,2.600000,0.983769077
lstm_original_grouped,RLVS,Violence/V_910.mp4,ee525af114705d14ec1f236a6b0b218a91caa71e1dd67a63cf998066da065637,0.7,5,23,1,4,40,1.600000,0.985048640
lstm_augmented_grouped,RLVS,Violence/V_910.mp4,ee525af114705d14ec1f236a6b0b218a91caa71e1dd67a63cf998066da065637,0.7,7,23,1,6,50,2.000000,0.978716833
gru_original_grouped,RLVS,Violence/V_910.mp4,ee525af114705d14ec1f236a6b0b218a91caa71e1dd67a63cf998066da065637,0.65,5,23,1,4,40,1.600000,0.994443583
gru_augmented_grouped,RLVS,Violence/V_910.mp4,ee525af114705d14ec1f236a6b0b218a91caa71e1dd67a63cf998066da065637,0.65,10,23,1,9,65,2.600000,0.991705912
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0230.avi,14b6d99ed12ff288bbaffcd984f728feb2e7095f7e63aad15b4d725547aec408,0.7,5,27,1,4,40,1.600000,0.974984658
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0230.avi,14b6d99ed12ff288bbaffcd984f728feb2e7095f7e63aad15b4d725547aec408,0.7,7,27,1,6,50,2.000000,0.982900126
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0230.avi,14b6d99ed12ff288bbaffcd984f728feb2e7095f7e63aad15b4d725547aec408,0.65,5,27,1,4,40,1.600000,0.992514777
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0230.avi,14b6d99ed12ff288bbaffcd984f728feb2e7095f7e63aad15b4d725547aec408,0.65,10,27,1,9,65,2.600000,0.981616771
lstm_original_grouped,RLVS,Violence/V_49.mp4,0e4e736165605b2bac8f037fac68aed08368726233713ece52a85cfffb78ddfd,0.7,5,21,1,4,40,1.600000,0.995049894
lstm_augmented_grouped,RLVS,Violence/V_49.mp4,0e4e736165605b2bac8f037fac68aed08368726233713ece52a85cfffb78ddfd,0.7,7,21,1,6,50,2.000000,0.991829744
gru_original_grouped,RLVS,Violence/V_49.mp4,0e4e736165605b2bac8f037fac68aed08368726233713ece52a85cfffb78ddfd,0.65,5,21,1,4,40,1.600000,0.997602868
gru_augmented_grouped,RLVS,Violence/V_49.mp4,0e4e736165605b2bac8f037fac68aed08368726233713ece52a85cfffb78ddfd,0.65,10,21,1,9,65,2.600000,0.994377732
lstm_original_grouped,RLVS,Violence/V_757.mp4,b0f2b267d278b37a2517c4e5e80dc503a7977aae6ca0181c1947ac319d7b8bb5,0.7,5,19,1,4,40,1.600000,0.973480630
lstm_augmented_grouped,RLVS,Violence/V_757.mp4,b0f2b267d278b37a2517c4e5e80dc503a7977aae6ca0181c1947ac319d7b8bb5,0.7,7,19,1,6,50,2.000000,0.919416496
gru_original_grouped,RLVS,Violence/V_757.mp4,b0f2b267d278b37a2517c4e5e80dc503a7977aae6ca0181c1947ac319d7b8bb5,0.65,5,19,1,5,45,1.800000,0.693459600
gru_augmented_grouped,RLVS,Violence/V_757.mp4,b0f2b267d278b37a2517c4e5e80dc503a7977aae6ca0181c1947ac319d7b8bb5,0.65,10,19,1,9,65,2.600000,0.716566363
lstm_original_grouped,RLVS,Violence/V_871.mp4,304d712fdbbc5be34bdde75f7299129e63807ec128565393c2e58898f3047e3d,0.7,5,28,1,4,40,1.600000,0.994066739
lstm_augmented_grouped,RLVS,Violence/V_871.mp4,304d712fdbbc5be34bdde75f7299129e63807ec128565393c2e58898f3047e3d,0.7,7,28,1,6,50,2.000000,0.991347509
gru_original_grouped,RLVS,Violence/V_871.mp4,304d712fdbbc5be34bdde75f7299129e63807ec128565393c2e58898f3047e3d,0.65,5,28,1,4,40,1.600000,0.996911263
gru_augmented_grouped,RLVS,Violence/V_871.mp4,304d712fdbbc5be34bdde75f7299129e63807ec128565393c2e58898f3047e3d,0.65,10,28,1,9,65,2.600000,0.995748782
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0512.avi,4a7ba9a352a2e33ac283749cf05b299174c7b4ed829a1718108dd727351a65b0,0.7,5,27,1,4,40,1.600000,0.979508078
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0512.avi,4a7ba9a352a2e33ac283749cf05b299174c7b4ed829a1718108dd727351a65b0,0.7,7,27,1,6,50,2.000000,0.974173657
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0512.avi,4a7ba9a352a2e33ac283749cf05b299174c7b4ed829a1718108dd727351a65b0,0.65,5,27,1,4,40,1.600000,0.943468368
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0512.avi,4a7ba9a352a2e33ac283749cf05b299174c7b4ed829a1718108dd727351a65b0,0.65,10,27,1,9,65,2.600000,0.927892596
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0446.avi,6f68ec88781599e2264009b54d75466cb524acabae513ed794b274f73eefc9da,0.7,5,27,0,,,,
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0446.avi,6f68ec88781599e2264009b54d75466cb524acabae513ed794b274f73eefc9da,0.7,7,27,0,,,,
